1269948708	83	-1	11	-1
1270813944	83	111	11	15
1273657435	117	111	15	15
1286789891	85	111	15	15
1520336781	85	-1	15	-1
1520336842	85	111	15	15
1520518966	85	-1	15	-1
1520532108	-1	111	-1	15
1520557200	85	111	15	15
1523537853	85	-1	15	-1
1523538017	85	111	15	15
1524214706	-1	-1	-1	-1
1524302693	85	111	15	15
1527840082	85	-1	15	-1
1527840765	85	111	15	15
1542785067	-1	-1	-1	-1
1542848400	85	111	15	15
1564132108	85	-1	15	-1
1564141322	85	111	15	15
1572362783	85	-1	15	-1
1572363945	85	111	15	15
1572364382	85	-1	15	-1
1572397200	85	111	15	15
